0.000000000000000000e+00,0.000000000000000000e+00
7.613093139985419588e-01,8.022507091077417662e-01
1.349961586884945719e+00,1.428681155038863615e+00
1.804535375910031103e+00,1.918372641776617815e+00
2.155008504195019992e+00,2.301700559283186287e+00
2.424674863176772277e+00,2.602274392811313675e+00
2.631634049021153832e+00,2.838445402392225869e+00
2.789949027677275151e+00,3.024478317663055638e+00
2.910545808976929827e+00,3.171461922549283052e+00
3.001912623544232606e+00,3.288016718433229624e+00
3.070643283711528504e+00,3.380844887027335322e+00
3.121859452367492960e+00,3.455157696564190584e+00
3.159538805384682014e+00,3.515007663116928249e+00
3.186770059481313311e+00,3.563546692392121962e+00
3.205951163761648903e+00,3.603226697244296339e+00
3.218943321089575260e+00,3.635955510175736816e+00
3.227190682776519104e+00,3.663218053298148202e+00
3.231813366428184509e+00,3.686170508084411157e+00
3.233679742012977254e+00,3.705713501853373337e+00
3.233462606346426238e+00,3.722548987049685731e+00
3.231682836566227568e+00,3.737224447316820353e+00
3.228743313005127291e+00,3.750167254522798643e+00
3.224955280019951687e+00,3.761711371533109638e+00
3.220558830066167388e+00,3.772118106415011773e+00
3.215738820735674075e+00,3.781592243645938378e+00
3.210637242600587360e+00,3.790294582495536524e+00
3.205362828875670811e+00,3.798351683178589955e+00
3.199998521631432169e+00,3.805863442964221743e+00
3.194607272293746636e+00,3.812908985774166926e+00
3.189236547699550339e+00,3.819551241049134571e+00
3.183921830238091388e+00,3.825840503921531521e+00
